dv_rate_5d,-3,<=,&&
dv_rate_5d,-5,<=,&&
dv_rate_5d,-7.5,<=,&&
dv_rate_20d,-5,<=,&&
dv_rate_20d,-7.5,<=,&&
dv_rate_20d,-10,<=,&&
dv_rate_20d,-15,<=,&&
rsi_5d,0.2,<=,&&
rsi_5d,0.1,<=,&&
rsi_20d,0.2,<=,&&
rsi_20d,0.1,<=,&&
bri_5d,-2,<=,&&
bri_20d,-2,<=,&&
